variant,converted,length_of_stay,revenue
B,FALSE,0,0.00
B,TRUE,1,64.75
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,5,344.18
B,FALSE,0,0.00
B,TRUE,3,146.69
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,2,122.26
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,3,168.52
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,5,396.83
B,FALSE,0,0.00
B,TRUE,3,222.70
B,TRUE,3,178.24
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,4,246388175205487.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,2,144.76
B,FALSE,0,0.00
B,TRUE,3,198.17
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,1,62.25
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,4,249.54
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,5,264.72
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,4,245.81
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,5,395.81
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,TRUE,4,222.81
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
B,FALSE,0,0.00
